companyname,street,suburb,state,postcode,phone,fax,cellphone,freecall,email,abn,industry
Carpet Cleaning Force,15 St Southern River St,Perth,WA,6000,08 94677367,,,,housecleaning034@gmail.com,,curtains
Migrate To Australia,267 St Georges Terrace,Perth,WA,6000,08 62252533,,,,info@immigrationoverseas.com,,customs brokers
Razzle Dazzle Costumes,U 17/ 18 Stirling St,Perth,WA,6000,08 92284085,,,,razzledaz@optusnet.com.au,,dance wear accessories & supplies
Storm Dance & Design,65 Edward St,Perth,WA,6000,08 92275199,,,,info@stormdanceanddesign.com.au,,dance wear accessories & supplies
National Credit Management Ltd,Level 3/ 267 St Georges Terrace,Perth,WA,6000,,,,1300784999,mail@ncml.com.au,,debt collection services
National Collections,First Floor 10 Nash St,Perth,WA,6000,08 9202 100,08 92278062,,,sales@nationalcollections.com.au,39179265361,debt collection services
First International Debt Collection,237- 239 Adelaide Terrace,Perth,WA,6000,08 93256387,08 63144734,,,rpadams@westnet.com.au,,debt collection services
Razoreye Design,54 Edward St,Perth,WA,6000,08 92270700,08 92270722,,,info@razoreye.com.au,34721209144,designers-graphic
Red Dirt Marketing,86 Petra St,Perth,WA,6000,,,0424 364810,,hello@reddirtmarketing.com.au,,designers-graphic
Itprint Australia,7 Queen St,Perth,WA,6000,08 63369401,,,,info@itprint.com.au,,designers-graphic
Signandprintabouttown- Graphics Design Services,305 Wentworth Parade,Perth,WA,6000,,,0457 347927,,signandprint@bigpond.com,,designers-graphic
Go Print Pty Limited,97 Stirling St,Perth,WA,6000,08 92280040,,,,info@goprintwa.com,,designers-graphic
Vivid Group,200 Wellington St,Perth,WA,6000,,,,1800632341,enquiries@vividgroup.com.au,,designers-graphic
Lost River Diamonds Pty Limited,3rdFlr/ 105 St Georges Terrace,Perth,WA,6000,08 94810526,,,,sales@lostriverdiamonds.com,38067709979,diamond merchants
Voicex Communications,L3/ 267 St Georges Terrace,Perth,WA,6000,,,,1300551778,info@voicex.com.au,,dictating machines
Wellington Surplus Stores,329 - 335 Wellington St,Perth,WA,6000,08 93254797,,,,info@wellingtonsurplus.com.au,,disposal stores
Dof Subsea Australia Pty Limited,181 St Georges Terrace,Perth,WA,6000,08 92788700,,,,info@dofsubsea.com,53083000239,divers-commercial
Dog Walking Perth,6 Culham Gdns,Perth,WA,6000,,,0433 362792,,info@dogwalkingperth.com.au,,dog & cat minding-in home
Broomify,603 Morley Dr,Perth,WA,6000,,,0498 157808,,info@broomify.com.au,,dog & cat minding-in home
Website Maintenance Design,45 Georges Terrace,Perth,WA,6000,08 94679693,,,,websitemaintenanceau@gmail.com,,drafting services
Instant Equity Property Solutions,Level 18 Central Park 152-158 Saint Georges Terrace,Perth,WA,6000,,,0412 123376,,tony@instantequity.com.au,,drafting services
Archdoc Australia Pty Limited,512 Murray St,Perth,WA,6000,08 92265006,,,,archdoc@archdoc.com.au,,drafting services
Perth Soakwells Pty Limited,Adelaide Terrace,Perth,WA,6000,,,0411 959521,,info@soakwells.com,,drainers
Solar Installation For Residential & Commercial,2007 St Bond St,Perth,WA,6000,02 94334806,,,,adamloomer@yahoo.com,,effluent treatment equipment &/or services
Marubeni Australia Ltd,Level 5/ 28 The Esplanade,Perth,WA,6000,08 94850633,,,,gearco@bigpond.com,,electric motors
Long Life Electrical Services,89 Brisbane St,Perth,WA,6000,,,,,long_life@contractor.net,57139301921,electrical appliances-service & parts
Brear & Doonan Electrical Contractors,179 Claisebrook Rd,Perth,WA,6000,08 92288037,,,,info@breardoonan.com.au,,electrical contractors
Stb Electrical,2/ 24 Guthrie St,Perth,WA,6000,,,0425 181099,,enquiries@stbelectrical.com.au,,electrical contractors
Cable 8 Electrical Communications Pty Limited,168 Edwards St,Perth,WA,6000,08 92278800,,,,service@cable8.com.au,,electrical contractors
Andrews Home Services,St Bond St,Perth,WA,6000,08 94334806,,,,alexpetar67@yahoo.com,,electrical contractors
Focussed Electrical Solutions - Perth,21/ 86 Mill Point Rd,Perth,WA,6000,,,0467 793383,,admin@focussedelectrical.com.au,,electrical contractors
Embroidery Plus,143 Claisebrook Rd,Perth,WA,6000,08 92278566,08 92275898,,,sales@embroidery.com.au,,embroidery services
Gerard Daniels,Level 44 108 St Georges Terrace,Perth,WA,6000,08 93220888,,,,perth@gerard-daniels.com,,employment services
Gem Recruitment,Level 3 Exchange House 68 St Georges Terrace Perth 6000,Perth,WA,6000,08 92219354,,,,reception@gemrecruitment.com.au,,employment services
Nes Global Talent,Level 3/ 218 St Georges Terrace,Perth,WA,6000,08 94267400,,,,perth@nesglobaltalent.com,14130240452,employment services
Acrworld Perth,Level 24 Allendale Square 77 St Georges Terrace,Perth,WA,6000,08 61413377,,,,perth@acrworld.com,,employment services
Ambit It & T Recruitment,Level 6 80 Arthur St,Perth City,WA,6000,08 94231400,08 94231439,,,mail@11recruitment.com.au,,employment services
Nursewest,Level 11 Health Corporate Network 81 St Georges Terrace,Perth,WA,6000,,,,1800004418,nursewest@health.wa.gov.au,,employment services
Focused Recruitment,13 Aberdeen St,Perth,WA,6000,08 92284900,,,,jobsearch@focusedrecruitment.com.au,,employment services
Alexander Education Group,95 St Georges Terrace,Perth,WA,6000,08 93216051,,,,info@alexander.wa.edu.au,14058135596,employment services
Chefnet Wa Pty Limited,Suite 30b Level 1 226 Beaufort St,Perth,WA,6000,08 92282555,,,,admin@chefnetwa.com.au,,employment services
Recruit Staff Direct,140 St Georges Terrace,Perth,WA,6000,08 946802 1,,,,perth@recruitstaff.com.au,,employment services
Harrier Human Capital,Level 1 Newspaper House 129 St. Georges Terrace,Perth,WA,6000,08 63654300,,,,support@harrierhc.com,49123202951,employment services
Pinnacle People,Suite 4 26 St. Georges Terrace,Perth,WA,6000,,,0409 527305,,perth@pinnaclepeople.com.au,,employment services
Beacham Group,Level 1/ 190 St Georges Terrace,Perth,WA,6000,08 61435000,,,,perth@beachamgroup.com,93157910051,employment services
Recruit Wa,St Georges Terrace,Perth,WA,6000,08 92846355,,,,employ@recruitwa.com.au,,employment services
1300 Resume,Level 3 267 St Georges Terrace,Perth,WA,6000,,,,1300737863,info@1300resume.com,,employment services
Centercare Employment And Training Services,L 3 641-643 Wellington St,Perth,WA,6000,08 93222443,,,,info@centacarewa.com.au,,employment services
Choiceone Total Recruitment,262 St Georges Terrace,Perth,WA,6000,08 92153833,,,,jobs@choiceone.com.au,88050158195,employment services
Integrity Staffing,Level 2 68 St Georges Terrace,Perth,WA,6000,08 93275455,,,,info@integritystaffing.net.au,31071212658,employment services
Placer Management Group,U6/ 132 Terrace Rd,Perth,WA,6000,08 63645222,,,,jobs@placergroup.com.au,48635520484,employment services
Sp Recruitment,PO Box 5718,Perth,WA,6000,08 92846100,,,,info@sprecruitment.com.au,,employment services
Computing Vacancies,Level 8 37 St Georges Terrace,Perth,WA,6000,08 92213300,,,,perth@talentinternational.com.au,35069662817,employment services
Adecco,Level 12 37 St Georges Terrace,Perth,WA,6000,08 94645250,08 92214105,,,perth@adecco.com.au,,employment services
Allstar Engineering Recruitment,29/ 221 St Georges Terrace,Perth,WA,6000,,,,1300478233,perth@allstarengineering.com.au,,employment services
Canali Boutique Perth,899 Hay St,Perth,WA,6000,08 93242988,,,,admin@canaliperth.com,,employment services
Kelly Services,Level 1 Quayside 2 Mill St,Perth,WA,6000,08 92291800,08 92291899,,,au_perth@kellyservices.com,,employment services
Judd Farris Recruitment,Level 12 37 St. Georges Terrace,Perth,WA,6000,08 94614670,,,,perth@juddfarris.com.au,,employment services
Pearl Recruitment Group,4/ 116 Mounts Bay Rd,Perth,WA,6000,08 61885944,,,,info@pearlrecruitmentgroup.com.au,,employment services
Baker Personnel,Level 4 517 Hay St,Perth,WA,6000,08 92254455,,,,bakerpersonnel@iinet.net.au,,employment services
Hays,Level 1 863 Hay St,Perth,WA,6000,08 92544595,,,,perth@hays.com.au,,employment services
Kelly Scientific Resources,Level 1 Quayside 2 Mill St,Perth,WA,6000,08 92291888,08 92291899,,,ksrwa@kellyservices.com,,employment services
Wegel; Management & Safety Services,Level 24 77 St Georges Terrace,Perth,WA,6000,,,,1800881987,info@wegel.com.au,,employment-labor hire contractors
Mas Recruitment,530 Murray St,Perth,WA,6000,08 93224468,,,,recruitment@maspc.com.au,,employment-labor hire contractors
Reliance Recruitment,152-158 St Georges Terrace,Perth,WA,6000,,,,1300224222,info@reliancerecruitment.com.au,,employment-labor hire contractors
Perth Resumes & Writing Service,1 St Georges Terrace,Perth,WA,6000,,,0407 426139,,perthresumesrus@gmail.com,,employment-labor hire contractors
Drake Perth,Level 3 Durack Centre 263 Adelaide Terrace,Perth,WA,6000,08 92159222,08 92159233,,,telperth@au.drakeintl.com,,employment-labor hire contractors
Chevron Australia Pty Limited,QV1 Building 250 St Georges Terrace,Perth,WA,6000,08 92164000,,,,ask@chevron.com,29086197757,energy management consultants &/or services
Kvaerner,9/ 191 St Georges Terrace,Perth,WA,6000,08 94295800,,,,ann.whitaker@kvaerner.com,,engineers-consulting
Tsg Consulting,Level 4/ 167 St Georges Terrace,Perth,WA,6000,08 92121600,,,,info@tsgconsulting.com.au,,engineers-consulting
Myplanningworld Consultancy Services,Lvl 3/ 267 St Georges Terrace,Perth,WA,6000,08 6102 772,,,,business@myplanningworld.com,,engineers-consulting
Land Focus,U 55/ 229 Adelaide Terrace,Perth,WA,6000,08 92214722,,,,info@landfocus.com.au,83109197480,engineers-consulting
Vanguard Solutions Pty Limited,Lvl 12 216 St Georges Terrace,Perth,WA,6000,08 92262038,08 94205320,,,admin@vanguardenviro.com.au,40092646136,engineers-consulting
Veritas Engineering Pty Limited,Level 1 68 King St,Perth,WA,6000,08 92260711,,,,info@veritasengineering.com.au,,engineers-consulting
All Structures,Perth Metro,Perth,WA,6000,,,0424 339354,,vmivanov@yahoo.com,,engineers-consulting
Aneed Consult,77 St Georges Terrace,Perth,WA,6000,,,0430 196934,,johan@aneed.com.au,,engineers-consulting
Carnac Project Delivery Services,Suite 167 580 Hay St,Perth,WA,6000,08 61421231,,,,admin@carnac-pds.com,,engineers-consulting
Wood & Grieve Engineers,Ground Floor 226 Adelaide Terrace,Perth,WA,6000,08 62227000,,,,perth@wge.com.au,97137999609,engineers-consulting
5 Rivers Civil Engineering,71/ 418 Murray St,Perth,WA,6000,,,0425 014440,,info@5rivers.com.au,51991997798,engineers-consulting
Csu Energy Pty Limited,St. George Terrace,Perth,WA,6000,,,0469 845999,,info@csuenergy.com.au,,engineers-consulting
Mineral Engineering Technical Services,Level 6/ 524 Hay St,Perth,WA,6000,08 94219000,,,,info@metsengineering.com,,engineers-consulting
Contractech,Level 11/ Brookfield Place/ 125 St Georges Terrace,Perth,WA,6000,,,,1300162911,info@contractech.com.au,,engineers-consulting
Engineering Design Consultancy,Unit 2 279 Lord St,Perth,WA,6000,08 92275119,,,,info@marraengineers.com.au,,engineers-consulting
Capital Engineering Pty Limited,20 Queen St,Perth,WA,6000,,,,,jknuckey@capitalhouse.com.au,73009436140,engineers-consulting
B G & E,484 Murray St,Perth,WA,6000,08 63643300,,,,info@bgeeng.com,,engineers-consulting
Veritas Engineering,67 Milligan St,Perth,WA,6000,,,,1300837482,info@veritasgroup.com.au,,engineers-consulting
Quiet Acoustics,82 King St,Perth,WA,6000,,,0423 978741,,mike@quietacoustics.com.au,,engineers-general
Fluor Skm Iron Ore Joint Venture,L 3 1 Mill St,Perth,WA,6000,08 62631600,,,,fastadmin@fastjv.com.au,,engineers-general
Floth Pty Limited,Level 1 Suite 2 51 King St,Perth,WA,6000,08 61622396,,,,perth@floth.com.au,,engineers-general
Full Effect Mobile Party Djs Perth,Stock Rd,Perth,WA,6000,,,0422 258276,,hello@fulleffectdjs.com,,entertainment promoters & consultants
Vanguard Enviro Pty Limited,Lvl 12/ 216 St Georges Terrace,Perth,WA,6000,08 94205300,08 94205320,,,admin@vanguardsolutions.com.au,82109607767,environmental &/or pollution consultants
Perth Convention Bureau,Lvl 1 41- 43 St Georges Terrace,Perth,WA,6000,08 92182900,,,,info@pcb.com.au,30008766541,event management
Perth Fashion Festival,Level 9 207 Murray St,Perth,WA,6000,08 94208999,,,,info@perthfashionfestival.com.au,47113890458,event management
Corporate Sports Australia,26 Queen St,Perth,WA,6000,08 92261233,,,,info@csports.com.au,43082355968,event management
Subdivision Plumbing Perth,1 PERTH St,Perth,WA,6000,,,0414 250638,,donaldsonplumbing@hotmail.com,,excavating &/or earthmoving contractors
Multifax Digital Document Solutions,254 Newcastle St,Perth,WA,6000,,08 93285738,,,dds@multifaxdds.com.au,,facsimile equipment supplies & service
Friedman Lurie Singh,Level 2 139 Newcastle St,Perth,WA,6000,08 93256133,08 94211953,,,flsd@flsd.com.au,,family law
Lyn Zinenko Barrister & Solicitor,Lucas Chambers Suite 30 Level 9 231 Adelaide Terrace,Perth,WA,6000,08 92215592,,,,l.zinenko@bigpond.com,,family law
Slater & Gordon Lawyers In Association With Gibson & Gibson,4th Floor 190 St Georges Terrace,Perth,WA,6000,08 63136100,,,,principals@gibson-gibson.com.au,,family law
Bradshaw Holdings,187 Claisebrook Rd,Perth,WA,6000,08 92277338,08 92277906,,,admin@bradshaws.net.au,,fashion agents
World Fashion Agency,69 King St,Perth,WA,6000,08 94810057,08 94810842,,,world@iinet.net.au,,fashion jewellery
Glass Pool Fencing Perth,31 Knebworth Ave,Perth,WA,6000,08 94688063,,,,glasspoolfencingperthwa@gmail.com,,fencing contractors
Arexion - Fencing Landscapes & Construction,1 Baker Ave,Perth,WA,6000,,,0408 771589,,arexion@mail.com,,fencing contractors
Vivid Glass Fencing - Perth,1 George St,Perth,WA,6000,,,0477 676633,,mike@vividglassfencing.com.au,,fencing contractors
Jhs Fencing,1 Hay St,Perth,WA,6000,,,0419 046942,,jhs.fencing@bigpond.com,,fencing contractors
Trusted Fencing,208 Altone Rd,Perth,WA,6000,,,0421 903246,,sales@trustedfencingperth.com.au,,fencing contractors
Bermad Water Technologies,8/ 149 Brisbane St,Perth,WA,6000,08 92270014,,,,bermadonline@gmail.com,,filters &/or filter service
Kikka Capital,28 The Esplanade,Perth,WA,6000,08 62226667,,,,kikka.com.au@outlook.com,75602947535,finance brokers
Wa Housing Loans,191B Scarborough Beach Rd,Perth,WA,6000,,,0400 774313,,info@wahousingloans.com,,finance brokers
Prequin Securities Pty Limited,Unit 25/ 82-84 King St,Perth,WA,6000,,,,1300306701,enquiries@prequinsecurities.com.au,,finance brokers
Slater & Muir,1b Robinson Ave,Perth,WA,6000,08 92275922,,,,enquiries@slaterandmuir.com,,finance brokers
Infinite Wealth Australia Pty Limited,29/ 226 Beaufort St,Perth,WA,6000,08 94386333,,,,info@infinitewealth.com.au,,financial planning
Business Succession Planning Advice,152-158 St Georges Terrace,Perth,WA,6000,08 82335826,,,,info@businesssuccessionplanningadvice.com.au,,financial planning
Argonaut,Level 30 Allendale Square 77 St Georges Terrace,Perth,WA,6000,08 92246888,08 92255511,,,jbiesse@argonaut.com,,financial planning
Cps Capital Group,Lv. 45 108 St Georges Terrace,Perth,WA,6000,08 92232222,08 92232211,0413 511152,1300799569,info@cpssecurities.com.au,73088055636,financial planning
Asteron Limited,Level 2 15 - 17 William St,Perth,WA,6000,08 92114077,,,,super@asteron.com.au,,financial planning
Fisher Gt Financial Group Pty Limited,Lvl 6/ 256 St Georges Terrace,Perth,WA,6000,08 94881175,,,,peter.fisher@crowehorwath.com.au,62089137315,financial planning
Financial Pathfinders Pty Limited,Level 4 105 St Georges Terrace,Perth,WA,6000,08 92139699,08 92139600,,,admin@finpath.com.au,70052375916,financial planning
Entrust Private Wealth Management Pty Limited,Lvl17/ 140 St Georges Terrace,Perth,WA,6000,08 94763999,,,,info@entrustpwm.com.au,80100088168,financial planning
Patersons Securities Limited,Level 23 Exchange Tower 2 The Esplanade,Perth,WA,6000,08 92631111,,,,perth@psl.com.au,69008896311,financial planning
Morgans Financial Limited,Level 20 140 St Georges Terrace,Perth,WA,6000,08 64621999,,,,perth@morgans.com.au,,financial planning
Invest Wa (professional Investment Services),1/ 137 Newcastle St,Perth,WA,6000,,,,1300313037,info@investwa.com.au,,financial planning
D.J. Carmichael Pty Limited,Level 14 191 St Georges Terrace,Perth,WA,6000,08 94815327,08 92635281,,,info@djcarmichael.com.au,26003058857,financial planning
Andep Investment Consultancy,Level 10/ 251 Adelaide Terrace,Perth,WA,6000,08 92255899,,0417 937854,,info@andep.com.au,38009169573,financial planning
State One Equities,Lvl 14/ 172 St Georges Terrace,Perth,WA,6000,08 92883388,,,,broker@stateone.com.au,,financial planning
P&n Bank,Head Office Level 7 130 Stirling St,Perth,WA,6000,,08 92657706,,132577,info@pnbank.com.au,69087651876,financial planning
Fifo Capital Greater Wa,Level 3 267 St Georges Terrace,Perth,WA,6000,,,,1300343692,info@fifocapitalgwa.com.au,,financial planning
West Coast Wealth Management,11 Brookfield Place 125 St Georges Terrace,Perth,WA,6000,08 61898594,,,,mark@westcoastwealth.com.au,,financial planning
Sentinel Stockbroking,Ground Floor 45 St Georges Terrace,Perth,WA,6000,08 92250000,08 92250001,,,directors@sentinelgroup.com.au,,financial planning
Financial Broking Firm Perth,2 The Esplanade 2 The Esplanade St,Perth,WA,6000,,,,1300799569,cpssecuritie@gmail.com,,financial planning
Greencap,Level 1/ 503 Murray St,Perth,WA,6000,08 92146100,,,,perth@greencap.com.au,,fire protection equipment & consultants
Perth Fire Protection,St Georges Terrace,Perth,WA,6000,,,0401 877503,,luke@perthfireprotection.com.au,,fire protection equipment & consultants
Jetmaster Fireplaces Wa,246 Fitzgerald St,Perth,WA,6000,08 93285777,,,,jetmaster@jetmasterfireplaceswa.com.au,13586880669,fireplaces &/or accessories
Groutpro Perth,1 Riverside Dr,Perth,WA,6000,,,,1800822459,truelocal@groutpro.com.au,,fireplaces &/or accessories
Trade365,46 Buckingham Dr,Perth,WA,6000,,,0413 944966,,info@trade365.com.au,,fireplaces &/or accessories
Chelsea Flooring,Suite 6/ 250 Beaufort St,Perth,WA,6000,08 92282903,,,,chelseaflooring@bigpond.com,,floor sanding &/or polishing services
Tile And Grout Cleaning Perth,Groutsolutions Perth Wa Australia St,Perth,WA,6000,,,0403 071158,,groutsolutions@highway1.com.au,,floors-parquet
Magnolias Distinctive Flowers,Shop 11 152-158 St Georges Terrace,Perth,WA,6000,08 94869220,,,,orders@magnoliasflorist.com.au,,florists-retail
Olgas Florist,66 St Georges Terrace,Perth,WA,6000,08 93215371,,,,atenner@westnet.com.au,83074594291,florists-retail
Foiling Works,148 Beaufort St,Perth,WA,6000,08 93284555,08 92278846,,,pilpel@pilpel.com.au,,foil printing &/or stamping
Be Tempted Margaret River,26 647-651 Hay St,Perth,WA,6000,08 92254262,,,,betempted@westnet.net.au,,food delicacies
Vht Perth Pty Limited,410-412 William St,Perth,WA,6000,08 93286255,,,,sales@vhtperth.com,,food delicacies
Jons Shoe Repair,Shop 107 Trinity Arcade,Perth,WA,6000,08 94814658,,,,jsr3@bigpond.com.au,48175631789,footwear repairs
Belinda Peck Shoe Boutique,Shop H5 Carillon City 207 Murray St,Perth,WA,6000,08 92260364,,,,belinda.peck@bigpond.com,,footwear-retail
Weld Range Metals Limited,256 Adelaide Terrace,Perth,WA,6000,08 92188878,,,,info@weldrangemetals.com,84009200079,franchising law
Thehotwire,12 Merlot St,Perth,WA,6000,02 85698754,,,,sales@thehotwire.org,,furniture removals & storage
